userId,recommendations
485,"[Row(movieId=392, rating=4.749207019805908), Row(movieId=80, rating=4.643844127655029), Row(movieId=83411, rating=4.626180171966553), Row(movieId=83359, rating=4.626180171966553), Row(movieId=83318, rating=4.626180171966553), Row(movieId=67504, rating=4.626180171966553), Row(movieId=501, rating=4.62373161315918), Row(movieId=178, rating=4.616152763366699), Row(movieId=1960, rating=4.567381858825684), Row(movieId=2275, rating=4.560192584991455)]"
486,"[Row(movieId=83411, rating=5.761833190917969), Row(movieId=83359, rating=5.761833190917969), Row(movieId=83318, rating=5.761833190917969), Row(movieId=67504, rating=5.761833190917969), Row(movieId=3216, rating=5.354380130767822), Row(movieId=72647, rating=5.185649394989014), Row(movieId=31547, rating=5.185649394989014), Row(movieId=26400, rating=5.185649394989014), Row(movieId=25764, rating=5.185649394989014), Row(movieId=8797, rating=5.185649394989014)]"
487,"[Row(movieId=83411, rating=5.546382427215576), Row(movieId=83359, rating=5.546382427215576), Row(movieId=83318, rating=5.546382427215576), Row(movieId=67504, rating=5.546382427215576), Row(movieId=8530, rating=5.197150230407715), Row(movieId=54328, rating=5.144553184509277), Row(movieId=65037, rating=5.028934478759766), Row(movieId=72647, rating=4.991744518280029), Row(movieId=31547, rating=4.991744518280029), Row(movieId=26400, rating=4.991744518280029)]"
488,"[Row(movieId=83411, rating=6.056596279144287), Row(movieId=83359, rating=6.056596279144287), Row(movieId=83318, rating=6.056596279144287), Row(movieId=67504, rating=6.056596279144287), Row(movieId=72647, rating=5.450936794281006), Row(movieId=31547, rating=5.450936794281006), Row(movieId=26400, rating=5.450936794281006), Row(movieId=25764, rating=5.450936794281006), Row(movieId=8797, rating=5.450936794281006), Row(movieId=8609, rating=5.450936794281006)]"
489,"[Row(movieId=83411, rating=5.915287017822266), Row(movieId=83359, rating=5.915287017822266), Row(movieId=83318, rating=5.915287017822266), Row(movieId=67504, rating=5.915287017822266), Row(movieId=2351, rating=5.610016822814941), Row(movieId=72647, rating=5.323757648468018), Row(movieId=31547, rating=5.323757648468018), Row(movieId=26400, rating=5.323757648468018), Row(movieId=25764, rating=5.323757648468018), Row(movieId=8797, rating=5.323757648468018)]"
490,"[Row(movieId=3216, rating=5.342082977294922), Row(movieId=2133, rating=5.324282169342041), Row(movieId=149, rating=5.175475120544434), Row(movieId=4873, rating=5.124011516571045), Row(movieId=97957, rating=5.101816177368164), Row(movieId=893, rating=5.001242637634277), Row(movieId=728, rating=4.9847846031188965), Row(movieId=82, rating=4.983919620513916), Row(movieId=3030, rating=4.974677562713623), Row(movieId=1301, rating=4.963544845581055)]"
491,"[Row(movieId=83411, rating=5.384451389312744), Row(movieId=83359, rating=5.384451389312744), Row(movieId=83318, rating=5.384451389312744), Row(movieId=67504, rating=5.384451389312744), Row(movieId=1192, rating=5.208605766296387), Row(movieId=26472, rating=5.0647783279418945), Row(movieId=2973, rating=4.895853042602539), Row(movieId=535, rating=4.869269847869873), Row(movieId=72647, rating=4.846007347106934), Row(movieId=31547, rating=4.846007347106934)]"
492,"[Row(movieId=83411, rating=5.3105692863464355), Row(movieId=83359, rating=5.3105692863464355), Row(movieId=83318, rating=5.3105692863464355), Row(movieId=67504, rating=5.3105692863464355), Row(movieId=820, rating=5.046577453613281), Row(movieId=559, rating=5.046577453613281), Row(movieId=3503, rating=4.939223289489746), Row(movieId=923, rating=4.783430576324463), Row(movieId=72647, rating=4.779513359069824), Row(movieId=31547, rating=4.779513359069824)]"
493,"[Row(movieId=8535, rating=4.897297382354736), Row(movieId=26472, rating=4.891308784484863), Row(movieId=326, rating=4.848203182220459), Row(movieId=26084, rating=4.84661340713501), Row(movieId=83411, rating=4.781918525695801), Row(movieId=83359, rating=4.781918525695801), Row(movieId=83318, rating=4.781918525695801), Row(movieId=67504, rating=4.781918525695801), Row(movieId=3685, rating=4.656683921813965), Row(movieId=65188, rating=4.620761394500732)]"
494,"[Row(movieId=83411, rating=5.604305267333984), Row(movieId=83359, rating=5.604305267333984), Row(movieId=83318, rating=5.604305267333984), Row(movieId=67504, rating=5.604305267333984), Row(movieId=72647, rating=5.043875217437744), Row(movieId=31547, rating=5.043875217437744), Row(movieId=26400, rating=5.043875217437744), Row(movieId=25764, rating=5.043875217437744), Row(movieId=8797, rating=5.043875217437744), Row(movieId=8609, rating=5.043875217437744)]"
495,"[Row(movieId=83411, rating=6.075974464416504), Row(movieId=83359, rating=6.075974464416504), Row(movieId=83318, rating=6.075974464416504), Row(movieId=67504, rating=6.075974464416504), Row(movieId=72647, rating=5.468377590179443), Row(movieId=31547, rating=5.468377590179443), Row(movieId=26400, rating=5.468377590179443), Row(movieId=25764, rating=5.468377590179443), Row(movieId=8797, rating=5.468377590179443), Row(movieId=8609, rating=5.468377590179443)]"
496,"[Row(movieId=83411, rating=5.96620512008667), Row(movieId=83359, rating=5.96620512008667), Row(movieId=83318, rating=5.96620512008667), Row(movieId=67504, rating=5.96620512008667), Row(movieId=8530, rating=5.397281646728516), Row(movieId=26472, rating=5.385173320770264), Row(movieId=72647, rating=5.369585037231445), Row(movieId=31547, rating=5.369585037231445), Row(movieId=26400, rating=5.369585037231445), Row(movieId=25764, rating=5.369585037231445)]"
497,"[Row(movieId=8530, rating=5.326387882232666), Row(movieId=213, rating=5.2443013191223145), Row(movieId=83411, rating=5.172454357147217), Row(movieId=83359, rating=5.172454357147217), Row(movieId=83318, rating=5.172454357147217), Row(movieId=67504, rating=5.172454357147217), Row(movieId=7787, rating=5.060678005218506), Row(movieId=3216, rating=4.999253273010254), Row(movieId=49957, rating=4.983711242675781), Row(movieId=54328, rating=4.966244697570801)]"
498,"[Row(movieId=86781, rating=5.57332706451416), Row(movieId=26840, rating=5.266324520111084), Row(movieId=2938, rating=5.257762432098389), Row(movieId=3216, rating=5.244560718536377), Row(movieId=2594, rating=5.1337432861328125), Row(movieId=8873, rating=5.112708568572998), Row(movieId=1298, rating=5.082154273986816), Row(movieId=6063, rating=5.070382595062256), Row(movieId=4450, rating=5.067742347717285), Row(movieId=3677, rating=5.061666965484619)]"
499,"[Row(movieId=83411, rating=6.073633193969727), Row(movieId=83359, rating=6.073633193969727), Row(movieId=83318, rating=6.073633193969727), Row(movieId=67504, rating=6.073633193969727), Row(movieId=72647, rating=5.4662699699401855), Row(movieId=31547, rating=5.4662699699401855), Row(movieId=26400, rating=5.4662699699401855), Row(movieId=25764, rating=5.4662699699401855), Row(movieId=8797, rating=5.4662699699401855), Row(movieId=8609, rating=5.4662699699401855)]"
500,"[Row(movieId=670, rating=4.85603141784668), Row(movieId=62718, rating=4.44237756729126), Row(movieId=8530, rating=4.352699279785156), Row(movieId=73290, rating=4.351434707641602), Row(movieId=55167, rating=4.195263385772705), Row(movieId=31433, rating=4.164068222045898), Row(movieId=89904, rating=4.143775939941406), Row(movieId=58347, rating=4.141643047332764), Row(movieId=106441, rating=4.129392623901367), Row(movieId=64716, rating=4.119925022125244)]"
501,"[Row(movieId=83411, rating=5.878608703613281), Row(movieId=83359, rating=5.878608703613281), Row(movieId=83318, rating=5.878608703613281), Row(movieId=67504, rating=5.878608703613281), Row(movieId=72647, rating=5.29074764251709), Row(movieId=31547, rating=5.29074764251709), Row(movieId=26400, rating=5.29074764251709), Row(movieId=25764, rating=5.29074764251709), Row(movieId=8797, rating=5.29074764251709), Row(movieId=8609, rating=5.29074764251709)]"
502,"[Row(movieId=83411, rating=5.858674049377441), Row(movieId=83359, rating=5.858674049377441), Row(movieId=83318, rating=5.858674049377441), Row(movieId=67504, rating=5.858674049377441), Row(movieId=3216, rating=5.367915630340576), Row(movieId=8751, rating=5.307755470275879), Row(movieId=72647, rating=5.2728071212768555), Row(movieId=31547, rating=5.2728071212768555), Row(movieId=26400, rating=5.2728071212768555), Row(movieId=25764, rating=5.2728071212768555)]"
503,"[Row(movieId=83411, rating=5.30334997177124), Row(movieId=83359, rating=5.30334997177124), Row(movieId=83318, rating=5.30334997177124), Row(movieId=67504, rating=5.30334997177124), Row(movieId=72647, rating=4.773015022277832), Row(movieId=31547, rating=4.773015022277832), Row(movieId=26400, rating=4.773015022277832), Row(movieId=25764, rating=4.773015022277832), Row(movieId=8797, rating=4.773015022277832), Row(movieId=8609, rating=4.773015022277832)]"
504,"[Row(movieId=3430, rating=5.243738174438477), Row(movieId=2361, rating=5.0276780128479), Row(movieId=65188, rating=4.658339977264404), Row(movieId=1194, rating=4.622215270996094), Row(movieId=122882, rating=4.426558971405029), Row(movieId=806, rating=4.3172783851623535), Row(movieId=2202, rating=4.198470592498779), Row(movieId=26084, rating=4.187652111053467), Row(movieId=3355, rating=4.171786308288574), Row(movieId=2639, rating=4.139271259307861)]"
505,"[Row(movieId=83411, rating=4.564919471740723), Row(movieId=83359, rating=4.564919471740723), Row(movieId=83318, rating=4.564919471740723), Row(movieId=67504, rating=4.564919471740723), Row(movieId=72647, rating=4.108428001403809), Row(movieId=31547, rating=4.108428001403809), Row(movieId=26400, rating=4.108428001403809), Row(movieId=25764, rating=4.108428001403809), Row(movieId=8797, rating=4.108428001403809), Row(movieId=8609, rating=4.108428001403809)]"
506,"[Row(movieId=83411, rating=4.811151504516602), Row(movieId=83359, rating=4.811151504516602), Row(movieId=83318, rating=4.811151504516602), Row(movieId=67504, rating=4.811151504516602), Row(movieId=2361, rating=4.608126163482666), Row(movieId=8197, rating=4.511227130889893), Row(movieId=162, rating=4.4248270988464355), Row(movieId=1192, rating=4.404550075531006), Row(movieId=8535, rating=4.399307727813721), Row(movieId=132333, rating=4.395419120788574)]"
507,"[Row(movieId=83411, rating=5.153584957122803), Row(movieId=83359, rating=5.153584957122803), Row(movieId=83318, rating=5.153584957122803), Row(movieId=67504, rating=5.153584957122803), Row(movieId=735, rating=5.016592979431152), Row(movieId=65188, rating=4.9771728515625), Row(movieId=2563, rating=4.949281215667725), Row(movieId=6773, rating=4.944609642028809), Row(movieId=501, rating=4.879214763641357), Row(movieId=79824, rating=4.877930164337158)]"
508,"[Row(movieId=83411, rating=5.806159973144531), Row(movieId=83359, rating=5.806159973144531), Row(movieId=83318, rating=5.806159973144531), Row(movieId=67504, rating=5.806159973144531), Row(movieId=26472, rating=5.235616207122803), Row(movieId=72647, rating=5.22554349899292), Row(movieId=31547, rating=5.22554349899292), Row(movieId=26400, rating=5.22554349899292), Row(movieId=25764, rating=5.22554349899292), Row(movieId=8797, rating=5.22554349899292)]"
509,"[Row(movieId=83411, rating=5.415982723236084), Row(movieId=83359, rating=5.415982723236084), Row(movieId=83318, rating=5.415982723236084), Row(movieId=67504, rating=5.415982723236084), Row(movieId=72647, rating=4.874384880065918), Row(movieId=31547, rating=4.874384880065918), Row(movieId=26400, rating=4.874384880065918), Row(movieId=25764, rating=4.874384880065918), Row(movieId=8797, rating=4.874384880065918), Row(movieId=8609, rating=4.874384880065918)]"
510,"[Row(movieId=845, rating=4.910073757171631), Row(movieId=483, rating=4.6913018226623535), Row(movieId=4424, rating=4.6811699867248535), Row(movieId=1172, rating=4.620211601257324), Row(movieId=1131, rating=4.5880279541015625), Row(movieId=54190, rating=4.549056053161621), Row(movieId=3725, rating=4.513529300689697), Row(movieId=80, rating=4.483097553253174), Row(movieId=1066, rating=4.37709903717041), Row(movieId=1683, rating=4.364022731781006)]"
511,"[Row(movieId=83411, rating=6.356186866760254), Row(movieId=83359, rating=6.356186866760254), Row(movieId=83318, rating=6.356186866760254), Row(movieId=67504, rating=6.356186866760254), Row(movieId=72647, rating=5.720569133758545), Row(movieId=31547, rating=5.720569133758545), Row(movieId=26400, rating=5.720569133758545), Row(movieId=25764, rating=5.720569133758545), Row(movieId=8797, rating=5.720569133758545), Row(movieId=8609, rating=5.720569133758545)]"
512,"[Row(movieId=83411, rating=5.4295549392700195), Row(movieId=83359, rating=5.4295549392700195), Row(movieId=83318, rating=5.4295549392700195), Row(movieId=67504, rating=5.4295549392700195), Row(movieId=65037, rating=5.374714374542236), Row(movieId=8530, rating=5.278472900390625), Row(movieId=76173, rating=5.249037742614746), Row(movieId=31435, rating=5.21236515045166), Row(movieId=6063, rating=5.202001571655273), Row(movieId=3216, rating=5.18406867980957)]"
513,"[Row(movieId=83411, rating=5.817704677581787), Row(movieId=83359, rating=5.817704677581787), Row(movieId=83318, rating=5.817704677581787), Row(movieId=67504, rating=5.817704677581787), Row(movieId=72647, rating=5.235934734344482), Row(movieId=31547, rating=5.235934734344482), Row(movieId=26400, rating=5.235934734344482), Row(movieId=25764, rating=5.235934734344482), Row(movieId=8797, rating=5.235934734344482), Row(movieId=8609, rating=5.235934734344482)]"
514,"[Row(movieId=83411, rating=5.864248275756836), Row(movieId=83359, rating=5.864248275756836), Row(movieId=83318, rating=5.864248275756836), Row(movieId=67504, rating=5.864248275756836), Row(movieId=72647, rating=5.277822494506836), Row(movieId=31547, rating=5.277822494506836), Row(movieId=26400, rating=5.277822494506836), Row(movieId=25764, rating=5.277822494506836), Row(movieId=8797, rating=5.277822494506836), Row(movieId=8609, rating=5.277822494506836)]"
515,"[Row(movieId=9010, rating=5.745814323425293), Row(movieId=65037, rating=5.728692054748535), Row(movieId=76173, rating=5.658981800079346), Row(movieId=65188, rating=5.611261367797852), Row(movieId=26084, rating=5.608299732208252), Row(movieId=31435, rating=5.581326484680176), Row(movieId=83411, rating=5.527990341186523), Row(movieId=83359, rating=5.527990341186523), Row(movieId=83318, rating=5.527990341186523), Row(movieId=67504, rating=5.527990341186523)]"
516,"[Row(movieId=83411, rating=5.309379577636719), Row(movieId=83359, rating=5.309379577636719), Row(movieId=83318, rating=5.309379577636719), Row(movieId=67504, rating=5.309379577636719), Row(movieId=65037, rating=4.99923849105835), Row(movieId=31435, rating=4.852652549743652), Row(movieId=8530, rating=4.831799507141113), Row(movieId=76173, rating=4.814355373382568), Row(movieId=72647, rating=4.778441429138184), Row(movieId=31547, rating=4.778441429138184)]"
517,"[Row(movieId=83411, rating=6.4861531257629395), Row(movieId=83359, rating=6.4861531257629395), Row(movieId=83318, rating=6.4861531257629395), Row(movieId=67504, rating=6.4861531257629395), Row(movieId=65037, rating=5.966952323913574), Row(movieId=8530, rating=5.867819786071777), Row(movieId=8580, rating=5.862452030181885), Row(movieId=72647, rating=5.837538719177246), Row(movieId=31547, rating=5.837538719177246), Row(movieId=26400, rating=5.837538719177246)]"
518,"[Row(movieId=83411, rating=5.404258728027344), Row(movieId=83359, rating=5.404258728027344), Row(movieId=83318, rating=5.404258728027344), Row(movieId=67504, rating=5.404258728027344), Row(movieId=8530, rating=4.984347820281982), Row(movieId=3612, rating=4.930755615234375), Row(movieId=65037, rating=4.908201217651367), Row(movieId=8580, rating=4.894641876220703), Row(movieId=1194, rating=4.879340171813965), Row(movieId=42418, rating=4.865054130554199)]"
519,"[Row(movieId=83411, rating=6.087391376495361), Row(movieId=83359, rating=6.087391376495361), Row(movieId=83318, rating=6.087391376495361), Row(movieId=67504, rating=6.087391376495361), Row(movieId=3216, rating=5.660990238189697), Row(movieId=72647, rating=5.478652477264404), Row(movieId=31547, rating=5.478652477264404), Row(movieId=26400, rating=5.478652477264404), Row(movieId=25764, rating=5.478652477264404), Row(movieId=8797, rating=5.478652477264404)]"
520,"[Row(movieId=83411, rating=5.5366339683532715), Row(movieId=83359, rating=5.5366339683532715), Row(movieId=83318, rating=5.5366339683532715), Row(movieId=67504, rating=5.5366339683532715), Row(movieId=72647, rating=4.98297119140625), Row(movieId=31547, rating=4.98297119140625), Row(movieId=26400, rating=4.98297119140625), Row(movieId=25764, rating=4.98297119140625), Row(movieId=8797, rating=4.98297119140625), Row(movieId=8609, rating=4.98297119140625)]"
521,"[Row(movieId=83411, rating=5.865657329559326), Row(movieId=83359, rating=5.865657329559326), Row(movieId=83318, rating=5.865657329559326), Row(movieId=67504, rating=5.865657329559326), Row(movieId=72647, rating=5.2790913581848145), Row(movieId=31547, rating=5.2790913581848145), Row(movieId=26400, rating=5.2790913581848145), Row(movieId=25764, rating=5.2790913581848145), Row(movieId=8797, rating=5.2790913581848145), Row(movieId=8609, rating=5.2790913581848145)]"
522,"[Row(movieId=83411, rating=4.606337547302246), Row(movieId=83359, rating=4.606337547302246), Row(movieId=83318, rating=4.606337547302246), Row(movieId=67504, rating=4.606337547302246), Row(movieId=65037, rating=4.533547401428223), Row(movieId=6063, rating=4.509045124053955), Row(movieId=9010, rating=4.443174362182617), Row(movieId=3216, rating=4.424891471862793), Row(movieId=3015, rating=4.414914608001709), Row(movieId=31435, rating=4.395165920257568)]"
523,"[Row(movieId=83411, rating=5.6618146896362305), Row(movieId=83359, rating=5.6618146896362305), Row(movieId=83318, rating=5.6618146896362305), Row(movieId=67504, rating=5.6618146896362305), Row(movieId=65037, rating=5.104162693023682), Row(movieId=72647, rating=5.095633029937744), Row(movieId=31547, rating=5.095633029937744), Row(movieId=26400, rating=5.095633029937744), Row(movieId=25764, rating=5.095633029937744), Row(movieId=8797, rating=5.095633029937744)]"
524,"[Row(movieId=65037, rating=5.197573184967041), Row(movieId=3181, rating=5.1658477783203125), Row(movieId=8530, rating=5.152078628540039), Row(movieId=76173, rating=5.0483012199401855), Row(movieId=31435, rating=5.04686975479126), Row(movieId=106438, rating=5.01179838180542), Row(movieId=7371, rating=5.006431579589844), Row(movieId=83411, rating=4.951504230499268), Row(movieId=83359, rating=4.951504230499268), Row(movieId=83318, rating=4.951504230499268)]"
525,"[Row(movieId=3216, rating=5.737736701965332), Row(movieId=97957, rating=5.478686809539795), Row(movieId=83411, rating=5.291324615478516), Row(movieId=83359, rating=5.291324615478516), Row(movieId=83318, rating=5.291324615478516), Row(movieId=67504, rating=5.291324615478516), Row(movieId=4754, rating=5.248631477355957), Row(movieId=3414, rating=5.212192535400391), Row(movieId=26084, rating=5.173184394836426), Row(movieId=3030, rating=5.115085601806641)]"
526,"[Row(movieId=83411, rating=5.500792980194092), Row(movieId=83359, rating=5.500792980194092), Row(movieId=83318, rating=5.500792980194092), Row(movieId=67504, rating=5.500792980194092), Row(movieId=65037, rating=5.337461948394775), Row(movieId=76173, rating=5.248705863952637), Row(movieId=31435, rating=5.188268184661865), Row(movieId=8530, rating=5.082818031311035), Row(movieId=9010, rating=5.0230865478515625), Row(movieId=106438, rating=4.971279621124268)]"
527,"[Row(movieId=83411, rating=4.821654796600342), Row(movieId=83359, rating=4.821654796600342), Row(movieId=83318, rating=4.821654796600342), Row(movieId=67504, rating=4.821654796600342), Row(movieId=72647, rating=4.339488983154297), Row(movieId=31547, rating=4.339488983154297), Row(movieId=26400, rating=4.339488983154297), Row(movieId=25764, rating=4.339488983154297), Row(movieId=8797, rating=4.339488983154297), Row(movieId=8609, rating=4.339488983154297)]"
528,"[Row(movieId=83411, rating=5.04560661315918), Row(movieId=83359, rating=5.04560661315918), Row(movieId=83318, rating=5.04560661315918), Row(movieId=67504, rating=5.04560661315918), Row(movieId=72647, rating=4.541046142578125), Row(movieId=31547, rating=4.541046142578125), Row(movieId=26400, rating=4.541046142578125), Row(movieId=25764, rating=4.541046142578125), Row(movieId=8797, rating=4.541046142578125), Row(movieId=8609, rating=4.541046142578125)]"
529,"[Row(movieId=83411, rating=5.2541728019714355), Row(movieId=83359, rating=5.2541728019714355), Row(movieId=83318, rating=5.2541728019714355), Row(movieId=67504, rating=5.2541728019714355), Row(movieId=4920, rating=4.81211519241333), Row(movieId=8580, rating=4.767439842224121), Row(movieId=72647, rating=4.728755474090576), Row(movieId=31547, rating=4.728755474090576), Row(movieId=26400, rating=4.728755474090576), Row(movieId=25764, rating=4.728755474090576)]"
530,"[Row(movieId=83411, rating=6.360921859741211), Row(movieId=83359, rating=6.360921859741211), Row(movieId=83318, rating=6.360921859741211), Row(movieId=67504, rating=6.360921859741211), Row(movieId=72647, rating=5.72482967376709), Row(movieId=31547, rating=5.72482967376709), Row(movieId=26400, rating=5.72482967376709), Row(movieId=25764, rating=5.72482967376709), Row(movieId=8797, rating=5.72482967376709), Row(movieId=8609, rating=5.72482967376709)]"
531,"[Row(movieId=40826, rating=4.5621771812438965), Row(movieId=68073, rating=4.532763481140137), Row(movieId=2351, rating=4.441682815551758), Row(movieId=103141, rating=4.3255157470703125), Row(movieId=8530, rating=4.281534194946289), Row(movieId=80839, rating=4.2043843269348145), Row(movieId=68269, rating=4.2043843269348145), Row(movieId=48791, rating=4.2043843269348145), Row(movieId=41573, rating=4.2043843269348145), Row(movieId=79824, rating=4.182124614715576)]"
532,"[Row(movieId=83411, rating=5.016214370727539), Row(movieId=83359, rating=5.016214370727539), Row(movieId=83318, rating=5.016214370727539), Row(movieId=67504, rating=5.016214370727539), Row(movieId=8535, rating=4.81662654876709), Row(movieId=3181, rating=4.792048454284668), Row(movieId=65037, rating=4.779067516326904), Row(movieId=31435, rating=4.640702724456787), Row(movieId=1194, rating=4.591583728790283), Row(movieId=8530, rating=4.577706813812256)]"
533,"[Row(movieId=2563, rating=5.048140525817871), Row(movieId=83411, rating=4.9080400466918945), Row(movieId=83359, rating=4.9080400466918945), Row(movieId=83318, rating=4.9080400466918945), Row(movieId=67504, rating=4.9080400466918945), Row(movieId=1352, rating=4.840327739715576), Row(movieId=3973, rating=4.687653064727783), Row(movieId=4518, rating=4.674960613250732), Row(movieId=735, rating=4.6580095291137695), Row(movieId=1194, rating=4.636224746704102)]"
534,"[Row(movieId=83411, rating=5.2516374588012695), Row(movieId=83359, rating=5.2516374588012695), Row(movieId=83318, rating=5.2516374588012695), Row(movieId=67504, rating=5.2516374588012695), Row(movieId=4357, rating=5.041666030883789), Row(movieId=65037, rating=5.0090556144714355), Row(movieId=8530, rating=4.920295238494873), Row(movieId=1411, rating=4.886367321014404), Row(movieId=3612, rating=4.85739278793335), Row(movieId=31435, rating=4.854239463806152)]"
535,"[Row(movieId=83411, rating=4.658437252044678), Row(movieId=83359, rating=4.658437252044678), Row(movieId=83318, rating=4.658437252044678), Row(movieId=67504, rating=4.658437252044678), Row(movieId=3216, rating=4.456214427947998), Row(movieId=97957, rating=4.252829551696777), Row(movieId=72647, rating=4.192593574523926), Row(movieId=31547, rating=4.192593574523926), Row(movieId=26400, rating=4.192593574523926), Row(movieId=25764, rating=4.192593574523926)]"
536,"[Row(movieId=83411, rating=5.633152961730957), Row(movieId=83359, rating=5.633152961730957), Row(movieId=83318, rating=5.633152961730957), Row(movieId=67504, rating=5.633152961730957), Row(movieId=65037, rating=5.530378341674805), Row(movieId=8530, rating=5.459197521209717), Row(movieId=26472, rating=5.415745735168457), Row(movieId=31435, rating=5.381845474243164), Row(movieId=76173, rating=5.3583760261535645), Row(movieId=54328, rating=5.350837707519531)]"
537,"[Row(movieId=83411, rating=5.85966682434082), Row(movieId=83359, rating=5.85966682434082), Row(movieId=83318, rating=5.85966682434082), Row(movieId=67504, rating=5.85966682434082), Row(movieId=72647, rating=5.273699760437012), Row(movieId=31547, rating=5.273699760437012), Row(movieId=26400, rating=5.273699760437012), Row(movieId=25764, rating=5.273699760437012), Row(movieId=8797, rating=5.273699760437012), Row(movieId=8609, rating=5.273699760437012)]"
538,"[Row(movieId=83411, rating=6.084153175354004), Row(movieId=83359, rating=6.084153175354004), Row(movieId=83318, rating=6.084153175354004), Row(movieId=67504, rating=6.084153175354004), Row(movieId=72647, rating=5.475738048553467), Row(movieId=31547, rating=5.475738048553467), Row(movieId=26400, rating=5.475738048553467), Row(movieId=25764, rating=5.475738048553467), Row(movieId=8797, rating=5.475738048553467), Row(movieId=8609, rating=5.475738048553467)]"
539,"[Row(movieId=83411, rating=5.702592849731445), Row(movieId=83359, rating=5.702592849731445), Row(movieId=83318, rating=5.702592849731445), Row(movieId=67504, rating=5.702592849731445), Row(movieId=72647, rating=5.132333278656006), Row(movieId=31547, rating=5.132333278656006), Row(movieId=26400, rating=5.132333278656006), Row(movieId=25764, rating=5.132333278656006), Row(movieId=8797, rating=5.132333278656006), Row(movieId=8609, rating=5.132333278656006)]"
540,"[Row(movieId=8530, rating=5.837394714355469), Row(movieId=83411, rating=5.815544128417969), Row(movieId=83359, rating=5.815544128417969), Row(movieId=83318, rating=5.815544128417969), Row(movieId=67504, rating=5.815544128417969), Row(movieId=65037, rating=5.512273788452148), Row(movieId=76173, rating=5.351494789123535), Row(movieId=31435, rating=5.350547790527344), Row(movieId=3216, rating=5.337953090667725), Row(movieId=26082, rating=5.325313568115234)]"
541,"[Row(movieId=83411, rating=5.406402587890625), Row(movieId=83359, rating=5.406402587890625), Row(movieId=83318, rating=5.406402587890625), Row(movieId=67504, rating=5.406402587890625), Row(movieId=3216, rating=5.378784656524658), Row(movieId=97957, rating=5.134797096252441), Row(movieId=72647, rating=4.865762710571289), Row(movieId=31547, rating=4.865762710571289), Row(movieId=26400, rating=4.865762710571289), Row(movieId=25764, rating=4.865762710571289)]"
542,"[Row(movieId=89904, rating=5.653870582580566), Row(movieId=3216, rating=5.365608215332031), Row(movieId=83411, rating=5.298441410064697), Row(movieId=83359, rating=5.298441410064697), Row(movieId=83318, rating=5.298441410064697), Row(movieId=67504, rating=5.298441410064697), Row(movieId=8530, rating=5.223587989807129), Row(movieId=670, rating=5.144465446472168), Row(movieId=97957, rating=5.087652206420898), Row(movieId=44555, rating=4.992274761199951)]"
543,"[Row(movieId=2563, rating=6.464845657348633), Row(movieId=1352, rating=6.439439296722412), Row(movieId=8535, rating=6.232245445251465), Row(movieId=83411, rating=6.081547260284424), Row(movieId=83359, rating=6.081547260284424), Row(movieId=83318, rating=6.081547260284424), Row(movieId=67504, rating=6.081547260284424), Row(movieId=2938, rating=6.023504257202148), Row(movieId=4357, rating=5.984119415283203), Row(movieId=26472, rating=5.98124361038208)]"
544,"[Row(movieId=83411, rating=6.331080913543701), Row(movieId=83359, rating=6.331080913543701), Row(movieId=83318, rating=6.331080913543701), Row(movieId=67504, rating=6.331080913543701), Row(movieId=3216, rating=5.853330135345459), Row(movieId=72647, rating=5.697973251342773), Row(movieId=31547, rating=5.697973251342773), Row(movieId=26400, rating=5.697973251342773), Row(movieId=25764, rating=5.697973251342773), Row(movieId=8797, rating=5.697973251342773)]"
545,"[Row(movieId=246, rating=5.5302863121032715), Row(movieId=83411, rating=5.506220817565918), Row(movieId=83359, rating=5.506220817565918), Row(movieId=83318, rating=5.506220817565918), Row(movieId=67504, rating=5.506220817565918), Row(movieId=3503, rating=5.387903213500977), Row(movieId=4903, rating=5.3413190841674805), Row(movieId=72, rating=5.248534679412842), Row(movieId=26587, rating=5.130188465118408), Row(movieId=1635, rating=5.1123199462890625)]"
546,"[Row(movieId=3015, rating=6.2114715576171875), Row(movieId=1194, rating=6.017286777496338), Row(movieId=1150, rating=5.8909125328063965), Row(movieId=8535, rating=5.856051921844482), Row(movieId=83411, rating=5.811627388000488), Row(movieId=83359, rating=5.811627388000488), Row(movieId=83318, rating=5.811627388000488), Row(movieId=67504, rating=5.811627388000488), Row(movieId=42418, rating=5.670399188995361), Row(movieId=4459, rating=5.595176696777344)]"
547,"[Row(movieId=83411, rating=5.407217502593994), Row(movieId=83359, rating=5.407217502593994), Row(movieId=83318, rating=5.407217502593994), Row(movieId=67504, rating=5.407217502593994), Row(movieId=163949, rating=5.0267486572265625), Row(movieId=150856, rating=5.0267486572265625), Row(movieId=114464, rating=5.0267486572265625), Row(movieId=112577, rating=5.0267486572265625), Row(movieId=104119, rating=5.0267486572265625), Row(movieId=96075, rating=5.0267486572265625)]"
548,"[Row(movieId=83411, rating=5.120517730712891), Row(movieId=83359, rating=5.120517730712891), Row(movieId=83318, rating=5.120517730712891), Row(movieId=67504, rating=5.120517730712891), Row(movieId=132333, rating=4.684975624084473), Row(movieId=5490, rating=4.684975624084473), Row(movieId=65037, rating=4.627556324005127), Row(movieId=72647, rating=4.608466148376465), Row(movieId=31547, rating=4.608466148376465), Row(movieId=26400, rating=4.608466148376465)]"
